,County,City,State,Geog_Area_Type,Gigabit_Fiber_Coverage,Business_Density
280905,Carbon County,Carbon,PA,Nontribal,Limited,Moderate
280935,Centre County,Centre,PA,Nontribal,Limited,High
280965,Chester County,Chester,PA,Nontribal,Limited,High
280995,Clarion County,Clarion,PA,Nontribal,Limited,Moderate
281025,Clearfield County,Clearfield,PA,Nontribal,Limited,Moderate
281055,Clinton County,Clinton,PA,Nontribal,Limited,Moderate
281085,Columbia County,Columbia,PA,Nontribal,Limited,Moderate
281115,Crawford County,Crawford,PA,Nontribal,Moderate,High
281145,Cumberland County,Cumberland,PA,Nontribal,Limited,High
281175,Dauphin County,Dauphin,PA,Nontribal,Limited,High
281205,Delaware County,Delaware,PA,Nontribal,Limited,High
281235,Elk County,Elk,PA,Nontribal,Good,Moderate
281265,Erie County,Erie,PA,Nontribal,Limited,High
281295,Fayette County,Fayette,PA,Nontribal,Limited,High
281325,Forest County,Forest,PA,Nontribal,Limited,Low
281355,Franklin County,Franklin,PA,Nontribal,Moderate,High
281385,Fulton County,Fulton,PA,Nontribal,Limited,Low
281415,Greene County,Greene,PA,Nontribal,Good,Moderate
281445,Huntingdon County,Huntingdon,PA,Nontribal,Limited,Moderate
281475,Indiana County,Indiana,PA,Nontribal,Limited,Moderate
281505,Jefferson County,Jefferson,PA,Nontribal,Limited,Moderate
281535,Juniata County,Juniata,PA,Nontribal,Limited,Low
281565,Lackawanna County,Lackawanna,PA,Nontribal,Limited,High
281595,Lancaster County,Lancaster,PA,Nontribal,Moderate,High
281625,Lawrence County,Lawrence,PA,Nontribal,Limited,Moderate
281655,Lebanon County,Lebanon,PA,Nontribal,Limited,High
281685,Lehigh County,Lehigh,PA,Nontribal,Limited,High
281715,Luzerne County,Luzerne,PA,Nontribal,Limited,High
281745,Lycoming County,Lycoming,PA,Nontribal,Limited,High
281775,McKean County,McKean,PA,Nontribal,Limited,Moderate
281805,Mercer County,Mercer,PA,Nontribal,Limited,High
281835,Mifflin County,Mifflin,PA,Nontribal,Limited,Moderate
281865,Monroe County,Monroe,PA,Nontribal,Limited,High
281895,Montgomery County,Montgomery,PA,Nontribal,Limited,High
281925,Montour County,Montour,PA,Nontribal,Limited,Low
281955,Northampton County,Northampton,PA,Nontribal,Limited,High
281985,Northumberland County,Northumberland,PA,Nontribal,Limited,High
282015,Perry County,Perry,PA,Nontribal,Limited,Moderate
282045,Philadelphia County,Philadelphia,PA,Nontribal,Moderate,High
282075,Pike County,Pike,PA,Nontribal,Limited,Moderate
282105,Potter County,Potter,PA,Nontribal,Excellent,Moderate
282135,Schuylkill County,Schuylkill,PA,Nontribal,Limited,High
282165,Snyder County,Snyder,PA,Nontribal,Limited,Moderate
282195,Somerset County,Somerset,PA,Nontribal,Limited,High
282225,Sullivan County,Sullivan,PA,Nontribal,Limited,Low
282255,Susquehanna County,Susquehanna,PA,Nontribal,Good,Moderate
282285,Tioga County,Tioga,PA,Nontribal,Moderate,Moderate
282315,Union County,Union,PA,Nontribal,Moderate,Moderate
282345,Venango County,Venango,PA,Nontribal,Limited,Moderate
282375,Warren County,Warren,PA,Nontribal,Limited,Moderate
282405,Washington County,Washington,PA,Nontribal,Limited,High
282435,Wayne County,Wayne,PA,Nontribal,Limited,Moderate
282465,Westmoreland County,Westmoreland,PA,Nontribal,Limited,High
282495,Wyoming County,Wyoming,PA,Nontribal,Limited,Moderate
282525,York County,York,PA,Nontribal,Limited,High
282555,Bristol County,Bristol,RI,Nontribal,Limited,Moderate
282585,Kent County,Kent,RI,Nontribal,Limited,High
282615,Newport County,Newport,RI,Nontribal,Limited,High
282645,Providence County,Providence,RI,Nontribal,Limited,High
282675,Washington County,Washington,RI,Nontribal,Limited,High
282705,Abbeville County,Abbeville,SC,Nontribal,Excellent,Low
282735,Aiken County,Aiken,SC,Nontribal,Good,High
282765,Allendale County,Allendale,SC,Nontribal,Limited,Low
282795,Anderson County,Anderson,SC,Nontribal,Limited,High
282825,Bamberg County,Bamberg,SC,Nontribal,Moderate,Low
282855,Barnwell County,Barnwell,SC,Nontribal,Moderate,Low
282885,Beaufort County,Beaufort,SC,Nontribal,Moderate,High
282915,Berkeley County,Berkeley,SC,Nontribal,Good,High
282945,Calhoun County,Calhoun,SC,Nontribal,Excellent,Low
282975,Charleston County,Charleston,SC,Nontribal,Moderate,High
283005,Cherokee County,Cherokee,SC,Nontribal,Limited,Moderate
283035,Chester County,Chester,SC,Nontribal,Limited,Moderate
283065,Chesterfield County,Chesterfield,SC,Nontribal,Good,Moderate
283095,Clarendon County,Clarendon,SC,Nontribal,Good,Moderate
283125,Colleton County,Colleton,SC,Nontribal,Excellent,Moderate
283155,Darlington County,Darlington,SC,Nontribal,Limited,Moderate
283185,Dillon County,Dillon,SC,Nontribal,Limited,Moderate
283215,Dorchester County,Dorchester,SC,Nontribal,Moderate,High
283245,Edgefield County,Edgefield,SC,Nontribal,Good,Moderate
283275,Fairfield County,Fairfield,SC,Nontribal,Limited,Low
283305,Florence County,Florence,SC,Nontribal,Moderate,High
283335,Georgetown County,Georgetown,SC,Nontribal,Moderate,Moderate
283365,Greenville County,Greenville,SC,Nontribal,Moderate,High
283395,Greenwood County,Greenwood,SC,Nontribal,Good,Moderate
283425,Hampton County,Hampton,SC,Nontribal,Good,Low
283455,Horry County,Horry,SC,Nontribal,Good,High
283485,Jasper County,Jasper,SC,Nontribal,Excellent,Moderate
283515,Kershaw County,Kershaw,SC,Nontribal,Moderate,Moderate
283545,Lancaster County,Lancaster,SC,Nontribal,Good,Moderate
283575,Laurens County,Laurens,SC,Nontribal,Moderate,Moderate
283605,Lee County,Lee,SC,Nontribal,Moderate,Low
283635,Lexington County,Lexington,SC,Nontribal,Good,High
283665,McCormick County,McCormick,SC,Nontribal,Excellent,Low
283695,Marion County,Marion,SC,Nontribal,Limited,Moderate
283725,Marlboro County,Marlboro,SC,Nontribal,Moderate,Moderate
283755,Newberry County,Newberry,SC,Nontribal,Excellent,Moderate
283785,Oconee County,Oconee,SC,Nontribal,Good,Moderate
283815,Orangeburg County,Orangeburg,SC,Nontribal,Moderate,High
283845,Pickens County,Pickens,SC,Nontribal,Moderate,High
283875,Richland County,Richland,SC,Nontribal,Moderate,High
283905,Saluda County,Saluda,SC,Nontribal,Good,Low
283935,Spartanburg County,Spartanburg,SC,Nontribal,Moderate,High
283965,Sumter County,Sumter,SC,Nontribal,Moderate,High
283995,Union County,Union,SC,Nontribal,Limited,Moderate
284025,Williamsburg County,Williamsburg,SC,Nontribal,Good,Moderate
284055,York County,York,SC,Nontribal,Moderate,High
284085,Aurora County,Aurora,SD,Nontribal,Excellent,Low
284115,Beadle County,Beadle,SD,Nontribal,Moderate,Low
284145,Bon Homme County,Bon Homme,SD,Nontribal,Excellent,Low
284175,Brookings County,Brookings,SD,Nontribal,Moderate,Moderate
284205,Brown County,Brown,SD,Nontribal,Excellent,Moderate
284235,Brule County,Brule,SD,Nontribal,Excellent,Low
284265,Buffalo County,Buffalo,SD,Nontribal,Excellent,Low
284295,Butte County,Butte,SD,Nontribal,Limited,Low
284325,Campbell County,Campbell,SD,Nontribal,Excellent,Low
284355,Charles Mix County,Charles Mix,SD,Nontribal,Excellent,Low
284385,Clark County,Clark,SD,Nontribal,Excellent,Low
284415,Clay County,Clay,SD,Nontribal,Moderate,Low
284445,Codington County,Codington,SD,Nontribal,Limited,Moderate
284475,Custer County,Custer,SD,Nontribal,Excellent,Low
284505,Davison County,Davison,SD,Nontribal,Excellent,Low
284535,Day County,Day,SD,Nontribal,Excellent,Low
284565,Deuel County,Deuel,SD,Nontribal,Excellent,Low
284595,Douglas County,Douglas,SD,Nontribal,Excellent,Low
284625,Edmunds County,Edmunds,SD,Nontribal,Excellent,Low
284655,Fall River County,Fall River,SD,Nontribal,Good,Low
284685,Faulk County,Faulk,SD,Nontribal,Excellent,Low
284715,Grant County,Grant,SD,Nontribal,Excellent,Low
284745,Gregory County,Gregory,SD,Nontribal,Excellent,Low
284775,Haakon County,Haakon,SD,Nontribal,Excellent,Low
284805,Hamlin County,Hamlin,SD,Nontribal,Excellent,Low
284835,Hand County,Hand,SD,Nontribal,Excellent,Low
284865,Hanson County,Hanson,SD,Nontribal,Excellent,Low
284895,Harding County,Harding,SD,Nontribal,Moderate,Low
284925,Hughes County,Hughes,SD,Nontribal,Limited,Low
284955,Hutchinson County,Hutchinson,SD,Nontribal,Excellent,Low
284985,Hyde County,Hyde,SD,Nontribal,Excellent,Low
285015,Jackson County,Jackson,SD,Nontribal,Excellent,Low
285045,Jerauld County,Jerauld,SD,Nontribal,Excellent,Low
285075,Jones County,Jones,SD,Nontribal,Excellent,Low
285105,Kingsbury County,Kingsbury,SD,Nontribal,Excellent,Low
285135,Lake County,Lake,SD,Nontribal,Moderate,Low
285165,Lawrence County,Lawrence,SD,Nontribal,Limited,Moderate
285195,Lincoln County,Lincoln,SD,Nontribal,Moderate,Moderate
285225,Lyman County,Lyman,SD,Nontribal,Excellent,Low
285255,McCook County,McCook,SD,Nontribal,Excellent,Low
285285,McPherson County,McPherson,SD,Nontribal,Excellent,Low
285315,Marshall County,Marshall,SD,Nontribal,Excellent,Low
285345,Meade County,Meade,SD,Nontribal,Limited,Moderate
285375,Mellette County,Mellette,SD,Nontribal,Good,Low
285405,Miner County,Miner,SD,Nontribal,Excellent,Low
285435,Minnehaha County,Minnehaha,SD,Nontribal,Moderate,High
285465,Moody County,Moody,SD,Nontribal,Excellent,Low
285495,Pennington County,Pennington,SD,Nontribal,Limited,High
285525,Perkins County,Perkins,SD,Nontribal,Limited,Low
285555,Potter County,Potter,SD,Nontribal,Excellent,Low
285585,Roberts County,Roberts,SD,Nontribal,Limited,Low
285615,Sanborn County,Sanborn,SD,Nontribal,Excellent,Low
285645,Spink County,Spink,SD,Nontribal,Good,Low
285675,Stanley County,Stanley,SD,Nontribal,Limited,Low
285705,Sully County,Sully,SD,Nontribal,Excellent,Low
285735,Tripp County,Tripp,SD,Nontribal,Excellent,Low
285765,Turner County,Turner,SD,Nontribal,Good,Low
285795,Union County,Union,SD,Nontribal,Moderate,Low
285825,Walworth County,Walworth,SD,Nontribal,Excellent,Low
285855,Yankton County,Yankton,SD,Nontribal,Limited,Low
285885,Anderson County,Anderson,TN,Nontribal,Limited,Moderate
285915,Bedford County,Bedford,TN,Nontribal,Moderate,Moderate
285945,Benton County,Benton,TN,Nontribal,Limited,Low
285975,Bledsoe County,Bledsoe,TN,Nontribal,Excellent,Low
286005,Blount County,Blount,TN,Nontribal,Moderate,High
286035,Bradley County,Bradley,TN,Nontribal,Moderate,Moderate
286065,Campbell County,Campbell,TN,Nontribal,Limited,Moderate
286095,Cannon County,Cannon,TN,Nontribal,Excellent,Low
286125,Carroll County,Carroll,TN,Nontribal,Limited,Moderate
286155,Carter County,Carter,TN,Nontribal,Moderate,Moderate
286185,Cheatham County,Cheatham,TN,Nontribal,Moderate,Moderate
286215,Chester County,Chester,TN,Nontribal,Excellent,Low
286245,Claiborne County,Claiborne,TN,Nontribal,Excellent,Moderate
286275,Clay County,Clay,TN,Nontribal,Excellent,Low
286305,Cocke County,Cocke,TN,Nontribal,Good,Moderate
286335,Coffee County,Coffee,TN,Nontribal,Moderate,Moderate
286365,Crockett County,Crockett,TN,Nontribal,Excellent,Low
286395,Cumberland County,Cumberland,TN,Nontribal,Limited,Moderate
286425,Davidson County,Davidson,TN,Nontribal,Good,High
286455,Decatur County,Decatur,TN,Nontribal,Moderate,Low
286485,DeKalb County,DeKalb,TN,Nontribal,Excellent,Low
286515,Dickson County,Dickson,TN,Nontribal,Limited,Moderate
286545,Dyer County,Dyer,TN,Nontribal,Moderate,Moderate
286575,Fayette County,Fayette,TN,Nontribal,Good,Moderate
286605,Fentress County,Fentress,TN,Nontribal,Excellent,Low
286635,Franklin County,Franklin,TN,Nontribal,Limited,Moderate
286665,Gibson County,Gibson,TN,Nontribal,Moderate,Moderate
286695,Giles County,Giles,TN,Nontribal,Limited,Moderate
286725,Grainger County,Grainger,TN,Nontribal,Excellent,Low
286755,Greene County,Greene,TN,Nontribal,Moderate,Moderate
286785,Grundy County,Grundy,TN,Nontribal,Limited,Low
286815,Hamblen County,Hamblen,TN,Nontribal,Excellent,Moderate
286845,Hamilton County,Hamilton,TN,Nontribal,Excellent,High
286875,Hancock County,Hancock,TN,Nontribal,Excellent,Low
286905,Hardeman County,Hardeman,TN,Nontribal,Excellent,Low
286935,Hardin County,Hardin,TN,Nontribal,Limited,Moderate
286965,Hawkins County,Hawkins,TN,Nontribal,Excellent,Moderate
286995,Haywood County,Haywood,TN,Nontribal,Good,Low
287025,Henderson County,Henderson,TN,Nontribal,Limited,Moderate
287055,Henry County,Henry,TN,Nontribal,Moderate,Moderate
287085,Hickman County,Hickman,TN,Nontribal,Good,Low
287115,Houston County,Houston,TN,Nontribal,Excellent,Low
287145,Humphreys County,Humphreys,TN,Nontribal,Excellent,Low
287175,Jackson County,Jackson,TN,Nontribal,Excellent,Low
287205,Jefferson County,Jefferson,TN,Nontribal,Excellent,Moderate
287235,Johnson County,Johnson,TN,Nontribal,Limited,Low
287265,Knox County,Knox,TN,Nontribal,Excellent,High
287295,Lake County,Lake,TN,Nontribal,Excellent,Low
287325,Lauderdale County,Lauderdale,TN,Nontribal,Good,Low
287355,Lawrence County,Lawrence,TN,Nontribal,Good,Moderate
287385,Lewis County,Lewis,TN,Nontribal,Excellent,Low
287415,Lincoln County,Lincoln,TN,Nontribal,Limited,Moderate
287445,Loudon County,Loudon,TN,Nontribal,Good,Moderate
287475,McMinn County,McMinn,TN,Nontribal,Limited,Moderate
287505,McNairy County,McNairy,TN,Nontribal,Limited,Low
287535,Macon County,Macon,TN,Nontribal,Excellent,Low
287565,Madison County,Madison,TN,Nontribal,Excellent,High
287595,Marion County,Marion,TN,Nontribal,Excellent,Moderate
287625,Marshall County,Marshall,TN,Nontribal,Limited,Moderate
287655,Maury County,Maury,TN,Nontribal,Moderate,High
287685,Meigs County,Meigs,TN,Nontribal,Moderate,Low
287715,Monroe County,Monroe,TN,Nontribal,Limited,Moderate
287745,Montgomery County,Montgomery,TN,Nontribal,Excellent,High
287775,Moore County,Moore,TN,Nontribal,Moderate,Low
287805,Morgan County,Morgan,TN,Nontribal,Excellent,Low
287835,Obion County,Obion,TN,Nontribal,Good,Moderate
287865,Overton County,Overton,TN,Nontribal,Excellent,Low
287895,Perry County,Perry,TN,Nontribal,Excellent,Low
287925,Pickett County,Pickett,TN,Nontribal,Excellent,Low
287955,Polk County,Polk,TN,Nontribal,Limited,Low
287985,Putnam County,Putnam,TN,Nontribal,Good,Moderate
288015,Rhea County,Rhea,TN,Nontribal,Limited,Moderate
288045,Roane County,Roane,TN,Nontribal,Limited,Moderate
288075,Robertson County,Robertson,TN,Nontribal,Moderate,Moderate
288105,Rutherford County,Rutherford,TN,Nontribal,Good,High
288135,Scott County,Scott,TN,Nontribal,Excellent,Low
288165,Sequatchie County,Sequatchie,TN,Nontribal,Excellent,Low
288195,Sevier County,Sevier,TN,Nontribal,Limited,High
288225,Shelby County,Shelby,TN,Nontribal,Moderate,High
288255,Smith County,Smith,TN,Nontribal,Excellent,Low
288285,Stewart County,Stewart,TN,Nontribal,Limited,Low
288315,Sullivan County,Sullivan,TN,Nontribal,Good,High
288345,Sumner County,Sumner,TN,Nontribal,Good,High
288375,Tipton County,Tipton,TN,Nontribal,Excellent,Moderate
288405,Trousdale County,Trousdale,TN,Nontribal,Excellent,Low
288435,Unicoi County,Unicoi,TN,Nontribal,Excellent,Low
288465,Union County,Union,TN,Nontribal,Good,Low
288495,Van Buren County,Van Buren,TN,Nontribal,Limited,Low
288525,Warren County,Warren,TN,Nontribal,Limited,Moderate
288555,Washington County,Washington,TN,Nontribal,Good,High
288585,Wayne County,Wayne,TN,Nontribal,Moderate,Low
288615,Weakley County,Weakley,TN,Nontribal,Good,Moderate
288645,White County,White,TN,Nontribal,Limited,Low
288675,Williamson County,Williamson,TN,Nontribal,Moderate,High
288705,Wilson County,Wilson,TN,Nontribal,Good,High
288735,Anderson County,Anderson,TX,Nontribal,Moderate,Moderate
288765,Andrews County,Andrews,TX,Nontribal,Good,Low
288795,Angelina County,Angelina,TX,Nontribal,Limited,Moderate
288825,Aransas County,Aransas,TX,Nontribal,Moderate,Moderate
288855,Archer County,Archer,TX,Nontribal,Moderate,Low
288885,Armstrong County,Armstrong,TX,Nontribal,Excellent,Low
288915,Atascosa County,Atascosa,TX,Nontribal,Moderate,Moderate
288945,Austin County,Austin,TX,Nontribal,Limited,Moderate
288975,Bailey County,Bailey,TX,Nontribal,Excellent,Low
289005,Bandera County,Bandera,TX,Nontribal,Excellent,Moderate
289035,Bastrop County,Bastrop,TX,Nontribal,Limited,Moderate
289065,Baylor County,Baylor,TX,Nontribal,Good,Low
289095,Bee County,Bee,TX,Nontribal,Moderate,Low
289125,Bell County,Bell,TX,Nontribal,Moderate,High
289155,Bexar County,Bexar,TX,Nontribal,Good,High
289185,Blanco County,Blanco,TX,Nontribal,Limited,Low
289215,Borden County,Borden,TX,Nontribal,Good,Low
289245,Bosque County,Bosque,TX,Nontribal,Limited,Low
289275,Bowie County,Bowie,TX,Nontribal,Moderate,High
289305,Brazoria County,Brazoria,TX,Nontribal,Moderate,High
289335,Brazos County,Brazos,TX,Nontribal,Moderate,High
289365,Brewster County,Brewster,TX,Nontribal,Good,Low
289395,Briscoe County,Briscoe,TX,Nontribal,Good,Low
289425,Brooks County,Brooks,TX,Nontribal,Excellent,Low
289455,Brown County,Brown,TX,Nontribal,Good,Moderate
289485,Burleson County,Burleson,TX,Nontribal,Limited,Low
289515,Burnet County,Burnet,TX,Nontribal,Limited,Moderate
289545,Caldwell County,Caldwell,TX,Nontribal,Limited,Moderate
289575,Calhoun County,Calhoun,TX,Nontribal,Limited,Low
289605,Callahan County,Callahan,TX,Nontribal,Good,Low
289635,Cameron County,Cameron,TX,Nontribal,Good,High
289665,Camp County,Camp,TX,Nontribal,Moderate,Low
289695,Carson County,Carson,TX,Nontribal,Moderate,Low
289725,Cass County,Cass,TX,Nontribal,Limited,Moderate
289755,Castro County,Castro,TX,Nontribal,Excellent,Low
289785,Chambers County,Chambers,TX,Nontribal,Limited,Moderate
289815,Cherokee County,Cherokee,TX,Nontribal,Limited,Moderate
289845,Childress County,Childress,TX,Nontribal,Excellent,Low
289875,Clay County,Clay,TX,Nontribal,Good,Low
289905,Cochran County,Cochran,TX,Nontribal,Good,Low
289935,Coke County,Coke,TX,Nontribal,Limited,Low
289965,Coleman County,Coleman,TX,Nontribal,Good,Low
289995,Collin County,Collin,TX,Nontribal,Moderate,High
290025,Collingsworth County,Collingsworth,TX,Nontribal,Good,Low
290055,Colorado County,Colorado,TX,Nontribal,Limited,Low
290085,Comal County,Comal,TX,Nontribal,Good,High
290115,Comanche County,Comanche,TX,Nontribal,Good,Low
290145,Concho County,Concho,TX,Nontribal,Moderate,Low
290175,Cooke County,Cooke,TX,Nontribal,Good,Moderate
290205,Coryell County,Coryell,TX,Nontribal,Limited,Moderate
290235,Cottle County,Cottle,TX,Nontribal,Limited,Low
290265,Crane County,Crane,TX,Nontribal,Limited,Low
290295,Crockett County,Crockett,TX,Nontribal,Limited,Low
290325,Crosby County,Crosby,TX,Nontribal,Good,Low
290355,Culberson County,Culberson,TX,Nontribal,Good,Low
290385,Dallam County,Dallam,TX,Nontribal,Excellent,Low
290415,Dallas County,Dallas,TX,Nontribal,Good,High
290445,Dawson County,Dawson,TX,Nontribal,Excellent,Low
290475,Deaf Smith County,Deaf Smith,TX,Nontribal,Excellent,Low
290505,Delta County,Delta,TX,Nontribal,Moderate,Low
290535,Denton County,Denton,TX,Nontribal,Moderate,High
290565,DeWitt County,DeWitt,TX,Nontribal,Limited,Low
290595,Dickens County,Dickens,TX,Nontribal,Limited,Low
290625,Dimmit County,Dimmit,TX,Nontribal,Limited,Low
290655,Donley County,Donley,TX,Nontribal,Good,Low
290685,Duval County,Duval,TX,Nontribal,Moderate,Low
290715,Eastland County,Eastland,TX,Nontribal,Limited,Low
290745,Ector County,Ector,TX,Nontribal,Moderate,High
290775,Edwards County,Edwards,TX,Nontribal,Limited,Low
290805,Ellis County,Ellis,TX,Nontribal,Moderate,High
290835,El Paso County,El Paso,TX,Nontribal,Moderate,High
290865,Erath County,Erath,TX,Nontribal,Moderate,Moderate
290895,Falls County,Falls,TX,Nontribal,Limited,Low
290925,Fannin County,Fannin,TX,Nontribal,Limited,Moderate
290955,Fayette County,Fayette,TX,Nontribal,Good,Moderate
